Date,open,high,low,close,volume,dividends,stock splits,capital gains
2023-01-03 00:00:00-05:00,265.6580884782521,267.1413832549902,259.2107113793393,261.5345458984375,42335300,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,263.6704880486749,264.47146479582307,259.60624475971116,262.7804870605469,47754900,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,261.0994341550618,261.26752399077424,258.3503958095995,258.66680908203125,45396700,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,260.41714044731475,266.9337455815375,257.4406524362439,265.8064270019531,54659700,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,267.81381770311515,272.22416947639687,266.91397871213553,267.5270690917969,45568700,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,266.4887349467963,269.90032506857847,265.97453694515946,269.7915344238281,35247800,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,270.8694059899054,274.5677444957936,270.0782973671831,274.4589538574219,44077000,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,275.02259480345316,276.9805545645622,270.6913696874189,275.9422302246094,60600000,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,273.4206618459675,278.0880971359437,273.08445199522157,277.84088134765625,44802900,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,277.64312750690715,279.6999799936019,276.4663778096423,278.4045715332031,36269700,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,279.9570440223911,281.51946476649954,274.57765601716574,274.7853088378906,47754500,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,273.1437841868064,274.29086907761393,270.83974629439984,272.085693359375,44150400,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,273.7074415346659,279.868039685866,272.6394524261397,279.5318298339844,60613600,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,280.38226104545805,286.9779612398731,279.5812843223307,285.74188232421875,52799900,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,284.11031560483787,286.32535976566714,283.5862192568662,285.15850830078125,44875100,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,280.609654359066,285.14853209720064,278.0485027034844,284.52557373046875,50872000,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,287.9767350147365,290.2511082460275,285.3067923713,290.0731201171875,51596300,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,288.7480351979141,294.9383280751195,288.6293764502386,292.9606018066406,56441900,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,289.66767205141383,291.1015356739817,286.6615498369407,287.03729248046875,49405800,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,287.07689933890197,291.4377900696321,286.9681388622915,291.3388977050781,46705100,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,291.1311866794249,300.0507209096527,289.044669861877,297.5686950683594,67562200,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,304.1446371719822,310.1865763520863,303.3139957722042,308.2484130859375,83070600,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,301.54396083264527,308.9110040909053,301.1484215695472,302.7701416015625,76170800,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,300.1298580852549,302.5031235604647,298.8542161984679,300.2089538574219,40802300,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,300.0803798329421,307.56608054194646,298.95309162156536,306.42889404296875,67584000,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,305.10382750759817,306.0531276281895,300.28806906769756,300.9802551269531,56720900,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,305.40051580065347,305.5488392493533,296.85675320072437,298.32025146484375,49137800,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,296.1447535825751,298.211473990507,293.9395778452778,296.3623046875,50050100,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,297.7763617351676,301.70214960225576,296.5897138978436,301.10882568359375,39636700,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,299.5167734846776,304.292969212947,297.5588135869981,303.3337707519531,64079100,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,301.504355648006,305.8256826023118,300.8121695789055,305.6575927734375,43100600,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,300.99019989945737,304.9950839780464,299.7738872418767,299.9222106933594,59498600,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,297.7170362111435,298.5674440359803,294.7801114446091,297.8060302734375,58230700,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,293.94944012929506,295.4030700210378,290.61697647662686,290.7554016113281,46526700,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,291.33886649307044,293.0594787766671,289.30181074788766,290.9729919433594,51389200,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,294.6515603908716,294.8097821196217,289.29190872366064,293.5143737792969,69294400,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,288.5107373784867,289.70725340275845,286.81975957566584,288.5997314453125,74332000,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,291.7838324477559,293.1880011035029,290.07308847772276,290.6664123535156,48995000,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,290.03356584157433,292.8221673212302,289.6973559733315,290.2906799316406,48243100,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,289.9940259523308,290.6565473837075,286.968107034405,287.95697021484375,58287000,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,285.4452335243746,291.15096289645817,285.1584547681248,290.340087890625,53565900,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,292.1002976334008,296.57984645392,291.5860694864741,296.3424987792969,60511500,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,297.58847831227644,300.61439713235256,296.4809564144327,296.6787109375,56736300,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,296.72814289500553,297.6576765769702,292.42658258850184,293.0396728515625,65955800,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,293.46488002405647,295.10639632817976,291.59594452942173,294.5032043457031,50876300,0.0,0.0,0.0
2023-03-09 00:00:00-05:00,295.00753301408304,297.62804452820234,288.57992247910573,289.40069580078125,71456700,0.0,0.0,0.0
2023-03-10 00:00:00-05:00,289.5687894692045,291.07188080484883,284.1795032867431,285.3364562988281,98593600,0.0,0.0,0.0
2023-03-13 00:00:00-04:00,283.5367470232474,291.1905382866636,282.0138892947762,287.45263671875,97123600,0.0,0.0,0.0
2023-03-14 00:00:00-04:00,291.0323389440447,294.61201905909536,290.18193103945754,294.0582580566406,73602500,0.0,0.0,0.0
2023-03-15 00:00:00-04:00,291.42782671836005,295.93703990037926,289.97419679930744,295.600830078125,83631500,0.0,0.0,0.0
2023-03-16 00:00:00-04:00,294.68124473444703,303.75900201079713,293.88026792639914,303.39312744140625,98198100,0.0,0.0,0.0
2023-03-17 00:00:00-04:00,303.30412870774904,305.7070590949451,299.99143087797387,301.9592590332031,89923700,0.0,0.0,0.0
2023-03-20 00:00:00-04:00,301.3373183420032,303.3577005431012,299.10893161845127,303.0308837890625,56359500,0.472,0.0,0.0
2023-03-21 00:00:00-04:00,304.98188647377276,307.81439839457414,303.4566714724987,307.35882568359375,49757000,0.0,0.0,0.0
2023-03-22 00:00:00-04:00,307.28957291494123,312.22174651627864,303.01109328455533,303.179443359375,75791900,0.0,0.0,0.0
2023-03-23 00:00:00-04:00,306.94294694294257,311.1322945627663,304.0608965397314,306.7745666503906,74576000,0.0,0.0,0.0
2023-03-24 00:00:00-04:00,306.3486995517993,308.0026407152749,304.0014704527986,307.90362548828125,57195200,0.0,0.0,0.0
2023-03-27 00:00:00-04:00,308.60678277356243,309.69622224078904,304.93242942105087,305.7940673828125,50287400,0.0,0.0,0.0
2023-03-28 00:00:00-04:00,305.2097622590724,305.2394728730138,301.84239814875997,304.1698303222656,48585900,0.0,0.0,0.0
2023-03-29 00:00:00-04:00,307.89371247864324,310.33998703385544,307.071668477103,309.7160339355469,53274300,0.0,0.0,0.0
2023-03-30 00:00:00-04:00,312.21180721265625,313.2814497005588,309.8051569515167,312.6475830078125,58354800,0.0,0.0,0.0
2023-03-31 00:00:00-04:00,312.87543055923476,318.084913643303,312.5684107798894,317.8471984863281,62138100,0.0,0.0,0.0
2023-04-03 00:00:00-04:00,315.7078973844035,317.3420717306412,314.3708896093763,317.07464599609375,47126800,0.0,0.0,0.0
2023-04-04 00:00:00-04:00,317.5203064173473,318.5404109768782,314.77689583219416,316.0050048828125,45875400,0.0,0.0,0.0
2023-04-05 00:00:00-04:00,315.0443053524529,315.99507503276203,311.05301914800793,312.88525390625,62795700,0.0,0.0,0.0
2023-04-06 00:00:00-04:00,311.2213829891117,315.48997846566067,309.8150405156725,314.9947814941406,46916500,0.0,0.0,0.0
2023-04-10 00:00:00-04:00,312.04346752599895,314.86609667614886,310.24094306105513,314.8165588378906,45134700,0.0,0.0,0.0
