epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0010000000474974513,0.4837667942047119,0.6919329762458801,0.9095363616943359,0.11058945208787918,0.1481814831495285,0.030215991660952568
1,0.0010000000474974513,0.229629784822464,0.3850644528865814,0.29778313636779785,0.10561869293451309,0.14194662868976593,0.027096746489405632
2,0.0010000000474974513,0.18726296722888947,0.3170362710952759,0.23633059859275818,0.09627873450517654,0.09800821542739868,0.01465119980275631
3,0.0010000000474974513,0.16462109982967377,0.26404324173927307,0.17009314894676208,0.09207461029291153,0.09203176200389862,0.012238629162311554
4,0.0010000000474974513,0.14513185620307922,0.25514352321624756,0.15945026278495789,0.09214948862791061,0.12005062401294708,0.01865813322365284
5,0.0010000000474974513,0.13636350631713867,0.22457967698574066,0.13195866346359253,0.08361074328422546,0.075424924492836,0.008081269450485706
6,0.0010000000474974513,0.12591604888439178,0.209019273519516,0.1071605309844017,0.08478787541389465,0.10518164932727814,0.01701708510518074
7,0.0010000000474974513,0.11097756773233414,0.19394241273403168,0.09565102308988571,0.07941493391990662,0.09285105019807816,0.012278357520699501
8,0.0010000000474974513,0.10262496769428253,0.16458311676979065,0.08045019954442978,0.07424936443567276,0.07389716058969498,0.008338764309883118
9,0.0010000000474974513,0.10714954882860184,0.1694638431072235,0.08622216433286667,0.07096514850854874,0.07245156168937683,0.008136640302836895
10,0.0010000000474974513,0.0990513488650322,0.15347343683242798,0.07618813216686249,0.06703027337789536,0.06476334482431412,0.0063080210238695145
11,0.0010000000474974513,0.0927421823143959,0.14654992520809174,0.08475430309772491,0.06258393079042435,0.04686271399259567,0.0032651780638843775
12,0.0010000000474974513,0.08131735771894455,0.12876752018928528,0.05448545515537262,0.059594444930553436,0.037540219724178314,0.0027760183438658714
13,0.0010000000474974513,0.08072495460510254,0.1273057758808136,0.06089165806770325,0.057624004781246185,0.050750233232975006,0.0043814885430037975
14,0.0010000000474974513,0.07768213003873825,0.11686930805444717,0.0496358647942543,0.05351624637842178,0.03073544055223465,0.0016337574925273657
15,0.0010000000474974513,0.06943369656801224,0.10656453669071198,0.046919845044612885,0.05082590878009796,0.030391454696655273,0.0014447863213717937
16,0.0010000000474974513,0.06662915647029877,0.11111990362405777,0.05204908549785614,0.04838484898209572,0.02801518328487873,0.0014917427906766534
17,0.0010000000474974513,0.06218988075852394,0.10602233558893204,0.040744904428720474,0.04646986722946167,0.03772609680891037,0.002394949784502387
18,0.0010000000474974513,0.060015399008989334,0.10560682415962219,0.041109371930360794,0.045752957463264465,0.05808679386973381,0.005404905416071415
19,0.0010000000474974513,0.05923938378691673,0.10252204537391663,0.040271323174238205,0.042163874953985214,0.0390503816306591,0.002427122788503766
20,0.0010000000474974513,0.05788998305797577,0.1050143614411354,0.04211009666323662,0.03958616033196449,0.025049740448594093,0.0012299191439524293
21,0.0010000000474974513,0.05007632449269295,0.08912114053964615,0.029531987383961678,0.03786872327327728,0.028267065063118935,0.0016841692849993706
22,0.0010000000474974513,0.043373726308345795,0.0789167657494545,0.02051926776766777,0.03595281392335892,0.02797924540936947,0.0015946202911436558
23,0.0010000000474974513,0.04240397363901138,0.07374507933855057,0.017880752682685852,0.03482530266046524,0.038268908858299255,0.0028485802467912436
24,0.0010000000474974513,0.039018355309963226,0.06804242730140686,0.01881788857281208,0.033363863825798035,0.04123811796307564,0.0033623098861426115
25,0.0010000000474974513,0.03860737383365631,0.06932844966650009,0.02453169785439968,0.030996374785900116,0.03258358687162399,0.0018339840462431312
26,0.0010000000474974513,0.03675099462270737,0.06451652944087982,0.017454877495765686,0.02934674173593521,0.02644444815814495,0.0015570063842460513
27,0.0010000000474974513,0.03485136106610298,0.06531655043363571,0.019741950556635857,0.027777621522545815,0.022959265857934952,0.0013627712614834309
28,0.0010000000474974513,0.032976895570755005,0.06143389642238617,0.016133733093738556,0.02638230472803116,0.024383671581745148,0.0014032945036888123
29,0.0010000000474974513,0.03029690682888031,0.05746038258075714,0.01494340505450964,0.0259324349462986,0.04090108349919319,0.0031397920101881027
30,0.0010000000474974513,0.029132578521966934,0.05758317932486534,0.013245917856693268,0.024355968460440636,0.033853430300951004,0.002470284467563033
31,0.0010000000474974513,0.026913775131106377,0.05609739199280739,0.011288815177977085,0.022315919399261475,0.017393236979842186,0.0006745754508301616
32,0.0010000000474974513,0.02633456513285637,0.05690375715494156,0.0120727913454175,0.02102419175207615,0.012541876174509525,0.0002769087441265583
33,0.0010000000474974513,0.025076627731323242,0.05416331812739372,0.011510081589221954,0.01994326524436474,0.011124402284622192,0.00020589599444065243
34,0.0010000000474974513,0.02243238501250744,0.048937998712062836,0.009291581809520721,0.018939035013318062,0.011212618090212345,0.0002081949933199212
35,0.0010000000474974513,0.021508945152163506,0.046375639736652374,0.009076366201043129,0.017984291538596153,0.01134906429797411,0.00020414177561178803
36,0.0010000000474974513,0.02026095613837242,0.04414605721831322,0.007745996117591858,0.017074313014745712,0.010322990827262402,0.0001782389881554991
37,0.0010000000474974513,0.01930134929716587,0.038413677364587784,0.00621941639110446,0.01623155176639557,0.011063890531659126,0.00019296490063425153
38,0.0010000000474974513,0.018787328153848648,0.042619891464710236,0.008216452784836292,0.015419120900332928,0.010100273415446281,0.0001722640881780535
39,0.0010000000474974513,0.01779860630631447,0.040896788239479065,0.006992831826210022,0.014648305252194405,0.010059712454676628,0.00016808812506496906
40,0.0010000000474974513,0.01645859330892563,0.03862819820642471,0.006714077200740576,0.013912947848439217,0.010499566793441772,0.00017562841821927577
41,0.0010000000474974513,0.01573164574801922,0.03639842942357063,0.006478158291429281,0.013219019398093224,0.010924290865659714,0.00018558450392447412
42,0.0010000000474974513,0.014901888556778431,0.03284311294555664,0.004934853408485651,0.012549534440040588,0.009817611426115036,0.00016491168935317546
43,0.0010000000474974513,0.014013717882335186,0.031589407473802567,0.0048949033953249454,0.011915784329175949,0.010086199268698692,0.0001732665696181357
44,0.0010000000474974513,0.013324800878763199,0.02959034964442253,0.004135999362915754,0.011326627805829048,0.010114292614161968,0.0001831216213759035
45,0.0010000000474974513,0.012428222224116325,0.030648939311504364,0.004420204553753138,0.010780127719044685,0.011388941667973995,0.00020785999367944896
46,0.0010000000474974513,0.011754125356674194,0.027148578315973282,0.0037327399477362633,0.01028232742100954,0.012870986014604568,0.0002925792068708688
47,0.0010000000474974513,0.012166004627943039,0.03472161665558815,0.0054635885171592236,0.00991263147443533,0.015989625826478004,0.0005346730467863381
48,0.0010000000474974513,0.010978227481245995,0.030601095408201218,0.003955173306167126,0.009302354417741299,0.012576373293995857,0.0002910236653406173
49,0.0010000000474974513,0.010201494209468365,0.02615245431661606,0.002721780678257346,0.008856699801981449,0.013409921899437904,0.0003322158590890467
50,0.0010000000474974513,0.009614542126655579,0.026685500517487526,0.0032068854197859764,0.008379967883229256,0.01211924385279417,0.00026680526207201183
51,0.0010000000474974513,0.009291710332036018,0.026487234979867935,0.003496279241517186,0.007912497967481613,0.010168677195906639,0.00018033017113339156
52,0.0010000000474974513,0.008887819945812225,0.02557516098022461,0.0029956174548715353,0.007541661150753498,0.011813840828835964,0.00023734722344670445
53,0.0010000000474974513,0.008530538529157639,0.02449928969144821,0.0029534054920077324,0.007117802277207375,0.009926268830895424,0.00016743614105507731
54,0.0010000000474974513,0.007804413326084614,0.023110052570700645,0.0022350565996021032,0.0067714122124016285,0.011454018764197826,0.000217884051380679
55,0.0010000000474974513,0.00744606601074338,0.021392617374658585,0.0017604450695216656,0.006398654542863369,0.010292047634720802,0.00017943623242899776
56,0.0010000000474974513,0.007177716586738825,0.022552408277988434,0.002284360583871603,0.0060609146021306515,0.009890115819871426,0.00017084642604459077
57,0.0010000000474974513,0.006649442482739687,0.02162143401801586,0.0020263674668967724,0.0057471739128232,0.01076134666800499,0.000192217092262581
58,0.0010000000474974513,0.006289800629019737,0.01908803917467594,0.001525075058452785,0.005453940946608782,0.011196804232895374,0.00021952614770270884
59,0.0010000000474974513,0.0059652868658304214,0.020214170217514038,0.001640266738831997,0.005139285232871771,0.010035364888608456,0.00016982696251943707
60,0.0010000000474974513,0.005669289268553257,0.020257826894521713,0.0017796180909499526,0.004867978859692812,0.010609971359372139,0.00018758478108793497
61,0.0010000000474974513,0.00545860268175602,0.018877672031521797,0.0013015437871217728,0.004605745431035757,0.010537490248680115,0.00019199083908461034
62,0.0010000000474974513,0.00507606565952301,0.018747098743915558,0.0013869922840967774,0.004387577064335346,0.011793701909482479,0.00025895133148878813
63,0.0010000000474974513,0.0048954179510474205,0.018815014511346817,0.001426669885404408,0.004131965339183807,0.011913115158677101,0.0002286504313815385
64,0.0010000000474974513,0.004570748656988144,0.017784390598535538,0.0011918434174731374,0.0039033633656799793,0.011518536135554314,0.00023438455536961555
65,0.0010000000474974513,0.004238738212734461,0.016145316883921623,0.0009654397144913673,0.0036630183458328247,0.010955963283777237,0.00019718265684787184
66,0.0010000000474974513,0.004117191769182682,0.01713978685438633,0.0010630827164277434,0.0034364128950983286,0.009764561429619789,0.0001643355208216235
67,0.0010000000474974513,0.0038975863717496395,0.016249431297183037,0.0010593300685286522,0.0032346926163882017,0.009857293218374252,0.000165254547027871
68,0.0010000000474974513,0.0037236609496176243,0.01571325771510601,0.0009456528932787478,0.0030455722007900476,0.010073649697005749,0.00017322252097073942
69,0.0010000000474974513,0.0034684028942137957,0.016682080924510956,0.0010612781625241041,0.0028601456433534622,0.009820443578064442,0.00016693536599632353
