epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
70,0.0010000000474974513,0.003265401115640998,0.015342585742473602,0.0008518019458279014,0.0027056282851845026,0.010675463825464249,0.00020328046230133623
71,0.0010000000474974513,0.0029996861703693867,0.013798248954117298,0.0006330525502562523,0.00252494215965271,0.009990174323320389,0.00017193338135257363
72,0.0010000000474974513,0.002898348495364189,0.014888361096382141,0.0007715455139987171,0.0023700858000665903,0.010158739052712917,0.00017063019913621247
73,0.0010000000474974513,0.002768636681139469,0.014678030274808407,0.0007661227136850357,0.0022166643757373095,0.009624271653592587,0.00016029516700655222
74,0.0010000000474974513,0.002567547606304288,0.014398979023098946,0.0006542948540300131,0.002085817512124777,0.010291434824466705,0.00017938653763849288
75,0.0010000000474974513,0.002444192999973893,0.014524848200380802,0.0006689976435154676,0.0019452953711152077,0.009677625261247158,0.00016057732864283025
76,0.0010000000474974513,0.002301765140146017,0.014102008193731308,0.0005867448635399342,0.0018304185941815376,0.010416697710752487,0.0001772058749338612
77,0.0010000000474974513,0.002193534281104803,0.013183480128645897,0.0005601400625891984,0.0017017795471474528,0.009660166688263416,0.00016015488654375076
78,0.0010000000474974513,0.0020123631693422794,0.012342462316155434,0.0004484388045966625,0.0015862544532865286,0.00950744841247797,0.00015549189993180335
79,0.0010000000474974513,0.0019020396284759045,0.01201514434069395,0.00045917241368442774,0.0014804948586970568,0.00954161025583744,0.0001550183369545266
80,0.0010000000474974513,0.0017939024837687612,0.012074311263859272,0.00046829634811729193,0.0013888526009395719,0.01035236194729805,0.00017476355424150825
81,0.0010000000474974513,0.0016808919608592987,0.012005645781755447,0.0003947233781218529,0.001306854304857552,0.010450012981891632,0.000191643979633227
82,0.0010000000474974513,0.001599868992343545,0.011791574768722057,0.00039398993249051273,0.0012005638564005494,0.00960481259971857,0.0001592308544786647
83,0.0010000000474974513,0.0015326283173635602,0.01200331561267376,0.0004070765571668744,0.0011409024009481072,0.011453748680651188,0.00020359427435323596
84,0.0010000000474974513,0.0014398033963516355,0.01151544600725174,0.00039251986891031265,0.0010403376072645187,0.009682969190180302,0.0001573665504110977
85,0.0010000000474974513,0.001356683555059135,0.010889642871916294,0.0003047630889341235,0.0010014567524194717,0.010039418935775757,0.00017452778411097825
86,0.0010000000474974513,0.0013066267129033804,0.011202896013855934,0.00029614148661494255,0.0009372502681799233,0.009453125298023224,0.00015599648759234697
87,0.0010000000474974513,0.0012322997208684683,0.010485848411917686,0.00026563601568341255,0.0008642228785902262,0.009508800692856312,0.0001553273614263162
88,0.0010000000474974513,0.001160439569503069,0.01064485963433981,0.00025721380370669067,0.0008001071983017027,0.009752939455211163,0.00016189429152291268
89,0.0010000000474974513,0.0010693100048229098,0.010068130679428577,0.00023730332031846046,0.0007424171781167388,0.010013213381171227,0.00016815164417494088
90,0.0010000000474974513,0.0010161172831431031,0.010740309953689575,0.00024961872259154916,0.0006888160132803023,0.009971382096409798,0.0001682398869888857
91,0.0010000000474974513,0.0009786967420950532,0.010641315020620823,0.0002495197404641658,0.0006513362750411034,0.010888643562793732,0.00019237016385886818
92,0.0010000000474974513,0.0009199085179716349,0.009642797522246838,0.000205897624255158,0.0005838460638187826,0.00956725887954235,0.00015543212066404521
93,0.0010000000474974513,0.0008736546733416617,0.009266396053135395,0.00020966422744095325,0.0005598326097242534,0.01082456111907959,0.00019495848391670734
94,0.0010000000474974513,0.0008256801520474255,0.009365088306367397,0.0002006643480854109,0.0005095587694086134,0.010189213789999485,0.00017583975568413734
95,0.0010000000474974513,0.000785081647336483,0.008915591053664684,0.00018538533186074346,0.00046731153270229697,0.00977647490799427,0.0001673502119956538
96,0.0010000000474974513,0.0007724571623839438,0.00916397012770176,0.00019610974413808435,0.0004367960209492594,0.010080933570861816,0.0001737456041155383
97,0.0010000000474974513,0.0007094745524227619,0.008952482603490353,0.0001776998396962881,0.00039360678056254983,0.009470145218074322,0.00015357497613877058
98,0.0010000000474974513,0.0006946852663531899,0.008743571117520332,0.00017580701387487352,0.00036721455398947,0.009439445100724697,0.00015524997434113175
99,0.0010000000474974513,0.0006619394989684224,0.00856340117752552,0.0001710158248897642,0.00034391830558888614,0.009842692874372005,0.00016459460312034935
100,0.0010000000474974513,0.0006152959540486336,0.008424056693911552,0.00015740752860438079,0.00034388466156087816,0.011678241193294525,0.0002134249807568267
101,0.0010000000474974513,0.0005852678441442549,0.008918973617255688,0.00016899874026421458,0.0003023805911652744,0.010239904746413231,0.00017728724924381822
102,0.0010000000474974513,0.0006045930786058307,0.009295077994465828,0.00018224521772935987,0.00028430120437406003,0.010358067229390144,0.00018087108037434518
103,0.0010000000474974513,0.0005640475428663194,0.008069941774010658,0.00014905909483786672,0.0002542306901887059,0.009653341956436634,0.0001599526294739917
104,0.0010000000474974513,0.0005597235285677016,0.008215170353651047,0.00016105252143461257,0.00025019055465236306,0.010210671462118626,0.00018234514573123306
105,0.0010000000474974513,0.0005135720130056143,0.008280538953840733,0.00015933715621940792,0.00023073426564224064,0.010272132232785225,0.00017637800192460418
106,0.0010000000474974513,0.0005123389419168234,0.008428152650594711,0.00016020705515984446,0.00026183362933807075,0.013174663297832012,0.0002642870240379125
107,0.0010000000474974513,0.0004972424358129501,0.009656441397964954,0.00019239653192926198,0.00022429210366681218,0.01123239565640688,0.0002075562224490568
108,0.0010000000474974513,0.0005273333517834544,0.008525433018803596,0.00016648414020892233,0.00020634147222153842,0.010696030221879482,0.00019376141426619142
109,0.0010000000474974513,0.0004641626146622002,0.007645585108548403,0.0001392446574755013,0.0001865359809016809,0.01028202474117279,0.00018049596110358834
110,0.0010000000474974513,0.0004492286825552583,0.008482757024466991,0.0001533873873995617,0.00017682772886473686,0.010542446747422218,0.00018360499234404415
111,0.0010000000474974513,0.0004475771856959909,0.007479382678866386,0.0001362945040455088,0.00016169034643098712,0.010173051618039608,0.00017409175052307546
112,0.0010000000474974513,0.00042563871829770505,0.007578093092888594,0.0001345143828075379,0.0001554204645799473,0.010303317569196224,0.00018078595167025924
113,0.0010000000474974513,0.0004293845559004694,0.0077535491436719894,0.00014598619600292295,0.00015474212705157697,0.010405275970697403,0.00018552649999037385
114,0.0010000000474974513,0.0004905386012978852,0.00893177930265665,0.0001819733442971483,0.00014068280870560557,0.009561426937580109,0.00015778052329551429
115,0.0010000000474974513,0.0004147545259911567,0.0078270323574543,0.0001379683963023126,0.00013086199760437012,0.009524515829980373,0.0001586303551448509
116,0.0010000000474974513,0.00040887974319048226,0.007314104121178389,0.00013273960212245584,0.00014284742064774036,0.01110497023910284,0.0001984762493520975
117,0.0010000000474974513,0.00039198636659421027,0.008302987553179264,0.00014741734776180238,0.00013195254723541439,0.010016996413469315,0.00017507911252323538
118,0.0010000000474974513,0.00039889084291644394,0.007917428389191628,0.00014510007167700678,0.00013069412671029568,0.010012704879045486,0.00017092099005822092
119,0.0010000000474974513,0.0004117701028008014,0.008062360808253288,0.00014357146574184299,0.00011890359019162133,0.009538737125694752,0.00015828153118491173
120,0.0010000000474974513,0.00041539466474205256,0.007266810163855553,0.00013475996092893183,0.00013101089280098677,0.010965116322040558,0.00019580696243792772
121,0.0010000000474974513,0.00040570006240159273,0.008043781854212284,0.0001452981523470953,0.00012600564514286816,0.010744021274149418,0.00018916797125712037
122,0.0010000000474974513,0.0004093159514013678,0.009056946262717247,0.00016848367522470653,0.00013077820767648518,0.011297553777694702,0.0002086565364152193
123,0.0010000000474974513,0.0004016983730252832,0.007667857222259045,0.00014007640129420906,0.0001507864217273891,0.012634865008294582,0.00024528938229195774
124,0.0010000000474974513,0.00038862015935592353,0.007709653582423925,0.00013788983051199466,0.00012840205454267561,0.011553372256457806,0.00021264591487124562
125,0.0010000000474974513,0.0003804547304753214,0.007271054200828075,0.0001321423624176532,0.00012010955106234178,0.01138756051659584,0.00020605216559488326
126,0.0010000000474974513,0.00037861859891563654,0.008854156360030174,0.00016036398301366717,0.00010205287981079891,0.010036206804215908,0.00016934298037085682
127,0.0010000000474974513,0.00038045982364565134,0.007437288295477629,0.00013714312808588147,0.00010698234109440818,0.010577360168099403,0.00018618328613229096
128,0.0010000000474974513,0.000389538356103003,0.009340742602944374,0.0001824275532271713,0.00010838401794899255,0.0104941101744771,0.00018124764028470963
129,0.0010000000474974513,0.0003749860916286707,0.007350811269134283,0.0001337110297754407,0.00010385324276285246,0.010433588176965714,0.0001795817952370271
130,0.00010000000474974513,0.0003616456233430654,0.00858221109956503,0.00014827543054707348,0.0001012048523989506,0.010254998691380024,0.00017530923651065677
131,0.00010000000474974513,0.0003614876768551767,0.008240658789873123,0.0001423605572199449,9.838445839704946e-05,0.01006584893912077,0.00017079220560844988
132,0.00010000000474974513,0.00036220785113982856,0.00806407630443573,0.00014162369188852608,9.617614705348387e-05,0.00990262534469366,0.00016724254237487912
133,0.00010000000474974513,0.0003609009145293385,0.007878092117607594,0.00013762763410340995,9.438075358048081e-05,0.009776720777153969,0.00016457827587146312
134,0.00010000000474974513,0.0003510218521114439,0.007805665489286184,0.00013484488590620458,9.351954940939322e-05,0.009703699499368668,0.0001637082896195352
135,0.00010000000474974513,0.0003591605927795172,0.007783420849591494,0.00013743859017267823,9.286179556511343e-05,0.009654360823333263,0.0001630882907193154
136,0.00010000000474974513,0.00035975335049442947,0.007630638312548399,0.00013496795145329088,9.118120942730457e-05,0.009563908912241459,0.00016061669157352298
137,0.00010000000474974513,0.0003579848271328956,0.0076413219794631,0.00013387578655965626,9.109326492762193e-05,0.009578483179211617,0.00016121806402225047
138,0.00010000000474974513,0.0003620579664129764,0.007643514312803745,0.00013528330600820482,9.068089275388047e-05,0.009558485820889473,0.00016129144933074713
139,0.00010000000474974513,0.00036223678034730256,0.007523013278841972,0.0001344866177532822,8.961520507000387e-05,0.0095038628205657,0.00015983986668288708
140,0.00010000000474974513,0.0003618010086938739,0.00775566603988409,0.00013663835125043988,9.084277553483844e-05,0.009602852165699005,0.00016280930140055716
141,0.00010000000474974513,0.0003549046232365072,0.007685816381126642,0.00013540168583858758,9.054023394128308e-05,0.009634594433009624,0.00016275786038022488
142,0.00010000000474974513,0.0003565690713003278,0.007678807247430086,0.00013592123286798596,9.019817662192509e-05,0.0096169738098979,0.0001626258745091036
143,0.00010000000474974513,0.00035824233782477677,0.0076696244068443775,0.00013575213961303234,8.974294178187847e-05,0.009589212946593761,0.0001624445867491886
144,0.00010000000474974513,0.000357977143721655,0.0076285069808363914,0.00013422170013654977,8.937100210459903e-05,0.009595096111297607,0.00016220846737269312
145,1.0000000656873453e-05,0.00035185914020985365,0.0076430016197264194,0.0001334285334451124,8.931823685998097e-05,0.009592930786311626,0.0001621400733711198
146,1.0000000656873453e-05,0.000350343732861802,0.007645477540791035,0.00013361005403567106,8.933592471294105e-05,0.009597848169505596,0.00016220995166804641
147,1.0000000656873453e-05,0.00035154272336512804,0.007589244749397039,0.00013283292355481535,8.929801697377115e-05,0.009592943824827671,0.0001621521369088441
148,1.0000000656873453e-05,0.0003541653568390757,0.007624665275216103,0.000133787514641881,8.921153494156897e-05,0.009591536596417427,0.00016201927792280912
149,1.0000000656873453e-05,0.00034851828240789473,0.007584572769701481,0.0001321647723671049,8.940239786170423e-05,0.00960574671626091,0.0001624358701519668
150,1.0000000656873453e-05,0.00035211379872635007,0.007634483277797699,0.0001337950088782236,8.926382724894211e-05,0.009595032781362534,0.00016224317369051278
151,1.0000000656873453e-05,0.0003466231282800436,0.0076266080141067505,0.00013254318037070334,8.909113239496946e-05,0.009586627595126629,0.00016196933574974537
152,1.0000000656873453e-05,0.00035124251735396683,0.007640792056918144,0.00013416515139397234,8.930223702918738e-05,0.009601264260709286,0.00016247955500148237
153,1.0000000656873453e-05,0.00035111387842334807,0.0076325424015522,0.00013376568676903844,8.928178431233391e-05,0.009605293162167072,0.00016249898180831224
154,1.0000000656873453e-05,0.000357564480509609,0.007688257843255997,0.00013645438593812287,8.934394281823188e-05,0.009611723013222218,0.00016266580496449023
155,1.0000000656873453e-05,0.00034899552701972425,0.007628546562045813,0.00013361184392124414,8.928931492846459e-05,0.009608020074665546,0.00016264180885627866
156,1.0000000656873453e-05,0.0003489284426905215,0.007705322466790676,0.00013423112977761775,8.938373503042385e-05,0.009620234370231628,0.00016286049503833055
157,1.0000000656873453e-05,0.00035345618380233645,0.00770661560818553,0.00013501978537533432,8.944533328758553e-05,0.00962341483682394,0.00016303184384014457
158,1.0000000656873453e-05,0.0003517066070344299,0.007712718565016985,0.00013487529940903187,8.943744614953175e-05,0.009623656049370766,0.00016307226906064898
159,1.0000000656873453e-05,0.0003463106113485992,0.007598732598125935,0.00013325829058885574,8.948982576839626e-05,0.009634454734623432,0.00016318412963300943
160,1.0000001111620804e-06,0.0003501547616906464,0.00771730300039053,0.00013586886052507907,8.947372407419607e-05,0.009632112458348274,0.00016315550601575524
161,1.0000001111620804e-06,0.00035044606192968786,0.0076436204835772514,0.00013374841364566237,8.94423428690061e-05,0.009631096385419369,0.00016309852071572095
162,1.0000001111620804e-06,0.0003518661542329937,0.007627552840858698,0.00013345031766220927,8.944248838815838e-05,0.009631559252738953,0.00016310389037244022
163,1.0000001111620804e-06,0.0003471002564765513,0.007655872497707605,0.00013292064249981195,8.943014836404473e-05,0.009631871245801449,0.00016308642807416618
164,1.0000001111620804e-06,0.00035072636092081666,0.00766617339104414,0.00013470080739352852,8.943046850617975e-05,0.009631834924221039,0.00016309836064465344
165,1.0000001111620804e-06,0.00035775668220594525,0.007725519593805075,0.00013635317736770958,8.942616841522977e-05,0.009630692191421986,0.0001631007035030052
166,1.0000001111620804e-06,0.0003537112788762897,0.007724781055003405,0.00013636368385050446,8.941374835558236e-05,0.009630152955651283,0.000163084187079221
