Date,open,high,low,close,volume,dividends,stock splits,symbol
2020-01-02 05:00:00+00:00,71.79988089307743,72.85662080131382,71.5453946624551,72.79602813720703,135480400,0.0,0.0,AAPL
2020-01-03 05:00:00+00:00,72.02041625768727,72.8517455706424,71.86287686024052,72.0882797241211,146322800,0.0,0.0,AAPL
2020-01-06 05:00:00+00:00,71.20606963688756,72.70149228565275,70.95400211001883,72.66271209716797,118387200,0.0,0.0,AAPL
2020-01-07 05:00:00+00:00,72.67242456786943,72.92933689964593,72.10043330740585,72.32099151611328,108872000,0.0,0.0,AAPL
2020-01-08 05:00:00+00:00,72.02285002693742,73.78730773933461,72.02285002693742,73.48434448242188,132079200,0.0,0.0,AAPL
2020-01-09 05:00:00+00:00,74.46595006478736,75.2391129669444,74.21388993487531,75.04521942138672,170108400,0.0,0.0,AAPL
2020-01-10 05:00:00+00:00,75.2803190714048,75.78202805010778,74.71074661224186,75.21487426757812,140644800,0.0,0.0,AAPL
2020-01-13 05:00:00+00:00,75.53240897989306,76.84848011410737,75.41364230647048,76.82181549072266,121532000,0.0,0.0,AAPL
2020-01-14 05:00:00+00:00,76.75877365398091,76.96963489713302,75.66083510787959,75.78443908691406,161954400,0.0,0.0,AAPL
2020-01-15 05:00:00+00:00,75.58329005054169,76.46794145974869,75.02583310750762,75.45967864990234,121923600,0.0,0.0,AAPL
2020-01-16 05:00:00+00:00,76.00501238616502,76.51641831155123,75.64145640571084,76.40492248535156,108829200,0.0,0.0,AAPL
2020-01-17 05:00:00+00:00,76.65456395302934,77.2532197632974,76.34675588571396,77.25080108642578,137816400,0.0,0.0,AAPL
2020-01-21 05:00:00+00:00,76.87751770767366,77.32105257331037,76.58909615258924,76.72724914550781,110843200,0.0,0.0,AAPL
2020-01-22 05:00:00+00:00,77.21443197966312,77.55617545523555,76.90662394261042,77.00115203857422,101832400,0.0,0.0,AAPL
2020-01-23 05:00:00+00:00,77.05445863050176,77.45194253849331,76.5042726759428,77.37196350097656,104472000,0.0,0.0,AAPL
2020-01-24 05:00:00+00:00,77.61917870673385,78.36567684308679,76.95750435663503,77.14897918701172,146537600,0.0,0.0,AAPL
2020-01-27 05:00:00+00:00,75.14943709018755,75.56388879724423,73.89395899955545,74.88040924072266,161940000,0.0,0.0,AAPL
2020-01-28 05:00:00+00:00,75.76505276717205,77.1707993206053,75.66567993131815,76.99871826171875,162234000,0.0,0.0,AAPL
2020-01-29 05:00:00+00:00,78.63714587501234,79.46120445400042,77.8930663413124,78.61048126220703,216229200,0.0,0.0,AAPL
2020-01-30 05:00:00+00:00,77.68949101302144,78.5499038706555,77.25564547406604,78.49658203125,126743200,0.0,0.0,AAPL
2020-01-31 05:00:00+00:00,77.78401253695766,78.20816118322392,74.72045130385416,75.01614379882812,199588400,0.0,0.0,AAPL
2020-02-03 05:00:00+00:00,73.75338735630919,75.98077426743717,73.24925964840867,74.81012725830078,173788400,0.0,0.0,AAPL
2020-02-04 05:00:00+00:00,76.42188260936533,77.47135157736116,76.0147017269092,77.27987670898438,136616400,0.0,0.0,AAPL
2020-02-05 05:00:00+00:00,78.41172803369497,78.7122725850679,77.30410009523256,77.91002655029297,118826800,0.0,0.0,AAPL
2020-02-06 05:00:00+00:00,78.18150305148818,78.82378380047356,77.62162743665891,78.82135772705078,105425600,0.0,0.0,AAPL
2020-02-07 05:00:00+00:00,78.3184312097674,78.56866507074811,77.2567593198384,77.74993896484375,117684000,0.1925,0.0,AAPL
2020-02-10 05:00:00+00:00,76.32872251651483,78.11923217773438,76.24855365122801,78.11923217773438,109348800,0.0,0.0,AAPL
2020-02-11 05:00:00+00:00,78.61728539819471,78.69016619390229,77.4292765293241,77.6479263305664,94323200,0.0,0.0,AAPL
2020-02-12 05:00:00+00:00,78.09979998299478,79.49673857196723,78.09979998299478,79.49188232421875,113730400,0.0,0.0,AAPL
2020-02-13 05:00:00+00:00,78.76061799356015,79.25379778682812,78.55654436332367,78.92581939697266,94747600,0.0,0.0,AAPL
2020-02-14 05:00:00+00:00,78.89421987724242,79.1954777229002,78.43505615220535,78.94524383544922,80113600,0.0,0.0,AAPL
2020-02-18 05:00:00+00:00,76.61539889824193,77.68193472739671,76.4331895126421,77.49972534179688,152531200,0.0,0.0,AAPL
2020-02-19 05:00:00+00:00,77.74268368353454,78.85294816427883,77.74268368353454,78.62214660644531,93984000,0.0,0.0,AAPL
2020-02-20 05:00:00+00:00,78.3816197327152,78.87236767412692,77.3077958277377,77.8155517578125,100566000,0.0,0.0,AAPL
2020-02-21 05:00:00+00:00,77.40741721613844,77.85201234060355,75.43469780285128,76.05420684814453,129554000,0.0,0.0,AAPL
2020-02-24 05:00:00+00:00,72.21808333283613,73.8992644068107,70.26722851902157,72.44158935546875,222195200,0.0,0.0,AAPL
2020-02-25 05:00:00+00:00,73.11455813124694,73.49840932047712,69.51409877566901,69.98783874511719,230673600,0.0,0.0,AAPL
2020-02-26 05:00:00+00:00,69.6112788668062,72.3687159357965,69.6039907873723,71.09810638427734,198054800,0.0,0.0,AAPL
2020-02-27 05:00:00+00:00,68.2920878015383,69.48252112113946,66.31450479546683,66.45055389404297,320605600,0.0,0.0,AAPL
2020-02-28 05:00:00+00:00,62.50025221622377,67.6385554997623,62.2840268493113,66.41167449951172,426510000,0.0,0.0,AAPL
2020-03-02 05:00:00+00:00,68.57875558588971,73.23359905284,67.47092308130068,72.59465026855469,341397200,0.0,0.0,AAPL
2020-03-03 05:00:00+00:00,73.7753833601578,73.8555522434723,69.43393397903733,70.28910827636719,319475600,0.0,0.0,AAPL
2020-03-04 05:00:00+00:00,72.01886735003644,73.70976836620322,71.21471719102264,73.54942321777344,219178400,0.0,0.0,AAPL
2020-03-05 05:00:00+00:00,71.79534952023471,72.7744209254937,70.79684571065036,71.1636962890625,187572800,0.0,0.0,AAPL
2020-03-06 05:00:00+00:00,68.51072660724627,70.65351068690394,68.32366098027373,70.21863555908203,226176800,0.0,0.0,AAPL
2020-03-09 04:00:00+00:00,64.07695437979449,67.56079624197245,63.894745030847204,64.66488647460938,286744800,0.0,0.0,AAPL
2020-03-10 04:00:00+00:00,67.33000755448958,69.58940069608109,65.44231380372885,69.32215881347656,285290000,0.0,0.0,AAPL
2020-03-11 04:00:00+00:00,67.3907682408546,68.32124779609116,66.04727026677229,66.91458892822266,255598800,0.0,0.0,AAPL
