Date,open,high,low,close,volume,dividends,stock splits
2015-01-02 00:00:00-05:00,55.723261420298925,55.9924924972946,55.15488406822577,55.55125045776367,6662700,0.0,0.0
2015-01-05 00:00:00-05:00,55.12495143216647,55.715763569470994,55.065121054929314,55.28948211669922,12042800,0.0,0.0
2015-01-06 00:00:00-05:00,55.237130710055865,55.79802764601846,54.399522564952456,54.50422286987305,11094000,0.0,0.0
2015-01-07 00:00:00-05:00,54.8706882530375,55.6933360803899,54.56406180784147,55.13991928100586,10030700,0.0,0.0
2015-01-08 00:00:00-05:00,55.56620086055191,56.31406356012467,55.446540089865266,55.72325134277344,10937200,0.0,0.0
2015-01-09 00:00:00-05:00,55.76810244423203,55.99246346062577,55.07259014029662,55.655921936035156,9038900,0.0,0.0
2015-01-12 00:00:00-05:00,55.44653753335249,55.626022975367206,54.504228977731415,55.02025604248047,8749300,0.0,0.0
2015-01-13 00:00:00-05:00,55.31191942383126,56.12709265742302,54.2574360826353,54.571537017822266,12584500,0.0,0.0
2015-01-14 00:00:00-05:00,54.19012844878026,54.59397497575539,53.42731103498681,54.010643005371094,13203500,0.0,0.0
2015-01-15 00:00:00-05:00,54.04055764025765,54.28734798275095,53.13564450247741,53.3824348449707,10858400,0.0,0.0
2015-01-16 00:00:00-05:00,52.98607072990944,53.419832461816405,52.44013415849166,53.31513214111328,12372300,0.0,0.0
2015-01-20 00:00:00-05:00,53.659147302043905,54.75102613040025,53.2328658025778,54.2050895690918,12036700,0.0,0.0
2015-01-21 00:00:00-05:00,52.55979514703568,54.302316789886476,52.31299906081419,53.539493560791016,17008900,0.0,0.0
2015-01-22 00:00:00-05:00,53.7414017409473,53.91340692724558,52.97857876685579,53.7787971496582,10450100,0.0,0.0
2015-01-23 00:00:00-05:00,53.85358144680936,54.10785196383518,53.41981981757193,53.980716705322266,8142100,0.0,0.0
2015-01-26 00:00:00-05:00,53.97326090547837,54.51920330045277,53.636724902840704,54.30232238769531,9203700,0.0,0.0
2015-01-27 00:00:00-05:00,53.771317119813425,54.220033497263806,53.05336977474514,53.67409133911133,11398800,0.0,0.0
2015-01-28 00:00:00-05:00,54.2200410841672,54.2200410841672,52.986066594207294,53.09076690673828,15722100,0.0,0.0
2015-01-29 00:00:00-05:00,48.99247140360924,49.127086874779984,46.71896883813536,47.6313591003418,47115300,0.0,0.0
2015-01-30 00:00:00-05:00,47.14526379680992,47.87069150571106,46.65915191608592,46.71150207519531,26407800,0.0,0.0
2015-02-02 00:00:00-05:00,46.7339347286408,49.30658102355407,46.561923821590256,49.0074348449707,21130600,0.0,0.0
2015-02-03 00:00:00-05:00,49.19439952274121,50.136707969678085,48.9700441725344,50.07687759399414,16354200,0.0,0.0
2015-02-04 00:00:00-05:00,49.800166385759866,50.63777452811917,49.448675766528666,50.07687759399414,13089600,0.0,0.0
2015-02-05 00:00:00-05:00,50.233932605423924,50.847179747439064,49.949746853766875,50.817264556884766,10650500,0.0,0.0
2015-02-06 00:00:00-05:00,50.71256435930627,50.817264673617224,49.411284948770664,49.62068557739258,11779500,0.0,0.0
2015-02-09 00:00:00-05:00,50.97432210832202,51.57260881832404,50.07688348470998,50.189064025878906,15651100,0.0,0.0
2015-02-10 00:00:00-05:00,51.66982295195482,52.69439674138436,51.475382789141754,52.54482650756836,36081200,0.0,0.0
2015-02-11 00:00:00-05:00,52.77665051262373,53.06083617687375,52.350369163379995,52.50741958618164,13439300,0.0,0.0
2015-02-12 00:00:00-05:00,52.036277231984386,52.64204406738281,52.02131678587619,52.64204406738281,12798300,0.0,0.0
2015-02-13 00:00:00-05:00,52.71684077476871,53.04590219265882,52.55231006582366,53.008506774902344,8050200,0.0,0.0
2015-02-17 00:00:00-05:00,52.91875806023175,53.030938589019314,52.69439700265662,52.948673248291016,8764300,0.0,0.0
2015-02-18 00:00:00-05:00,52.60463933459834,53.008485721868716,52.432634175007884,52.754215240478516,8097400,0.0,0.0
2015-02-19 00:00:00-05:00,52.5223893731553,53.30016140375199,52.50742892694857,53.08328628540039,9785300,0.0,0.0
2015-02-20 00:00:00-05:00,52.97110035533535,53.63669750013995,52.7916092536049,53.48712158203125,8657300,0.0,0.0
2015-02-23 00:00:00-05:00,53.29269488240646,53.509575739037246,52.619617345576316,53.05337905883789,8617700,0.0,0.0
2015-02-24 00:00:00-05:00,52.903804710064385,53.449746980338126,52.62709916844052,53.374961853027344,10131900,0.0,0.0
2015-02-25 00:00:00-05:00,53.10573720460232,54.01813070223464,53.10573720460232,53.60680389404297,10578100,0.0,0.0
2015-02-26 00:00:00-05:00,53.74889160266474,54.04803210304393,53.55444571282682,53.85359191894531,9838700,0.0,0.0
2015-02-27 00:00:00-05:00,53.70400895548371,54.2723861023706,53.24781233447087,54.227516174316406,10297400,0.0,0.0
2015-03-02 00:00:00-05:00,54.009382491844214,54.83682310192921,53.86645889719065,54.65629196166992,8979300,0.42,0.0
2015-03-03 00:00:00-05:00,54.16735710249343,54.52841944397333,53.67088920923052,53.716026306152344,9236400,0.0,0.0
2015-03-04 00:00:00-05:00,53.482828056815826,53.78371713262688,53.076628665318175,53.29477310180664,8476200,0.0,0.0
2015-03-05 00:00:00-05:00,53.558054427820366,53.610709591107124,53.174426412009296,53.354957580566406,6955800,0.0,0.0
2015-03-06 00:00:00-05:00,53.076620894938884,53.9266328400876,53.03901335283183,53.79123306274414,12022100,0.0,0.0
2015-03-09 00:00:00-04:00,53.88902986276718,54.814262808018654,53.88902986276718,54.693904876708984,12754700,0.0,0.0
2015-03-10 00:00:00-04:00,55.56648138909001,55.73196493237759,54.05451791078826,54.077083587646484,29111600,0.0,0.0
2015-03-11 00:00:00-04:00,53.798749337546724,53.9491967179114,52.835909059135794,52.85847473144531,21690200,0.0,0.0
2015-03-12 00:00:00-04:00,52.65537288293109,53.069095965460484,52.05359489724837,52.18147659301758,16004300,0.0,0.0
2015-03-13 00:00:00-04:00,51.91068189960148,52.3845782335741,51.39164848216903,51.63235855102539,13946800,0.0,0.0
2015-03-16 00:00:00-04:00,52.00847460039076,52.677949738653844,51.83546726658242,52.6553840637207,11643400,0.0,0.0
2015-03-17 00:00:00-04:00,52.23414374649116,52.78326097612799,52.06113067065807,52.51998519897461,11540300,0.0,0.0
2015-03-18 00:00:00-04:00,52.354489945106124,53.02396501864114,51.94829061863866,52.828392028808594,10245700,0.0,0.0
2015-03-19 00:00:00-04:00,52.82839300045973,53.09918681743777,52.48989068602047,52.527503967285156,6959800,0.0,0.0
2015-03-20 00:00:00-04:00,52.80583804723729,53.114250980589475,52.49743085286786,52.68548583984375,22646600,0.0,0.0
2015-03-23 00:00:00-04:00,52.59519660527031,53.091664329496574,52.512451984565935,52.708030700683594,7700600,0.0,0.0
2015-03-24 00:00:00-04:00,52.64785776720724,52.828394636090195,51.88059616088867,51.88059616088867,9964700,0.0,0.0
2015-03-25 00:00:00-04:00,51.79784617166769,51.80536997517135,50.54915878316627,50.55668258666992,11980500,0.0,0.0
2015-03-26 00:00:00-04:00,50.05268390773652,50.737200636863015,49.405774708486085,50.51906204223633,13835900,0.0,0.0
2015-03-27 00:00:00-04:00,50.56421494717206,51.09829030670231,50.210670729417025,50.42129135131836,8560400,0.0,0.0
2015-03-30 00:00:00-04:00,50.95535162642385,51.903149883382575,50.74473106687298,51.81288146972656,11404500,0.0,0.0
2015-03-31 00:00:00-04:00,51.271298898026444,52.30936004616252,51.271298898026444,52.158912658691406,13035300,0.0,0.0
2015-04-01 00:00:00-04:00,51.504489418048415,52.256709200432105,51.48944180857111,52.226619720458984,10455800,0.0,0.0
2015-04-02 00:00:00-04:00,52.294320949496615,52.362023719623366,50.9704181581548,51.12838363647461,14206200,0.0,0.0
2015-04-06 00:00:00-04:00,49.78943585161534,51.12086251828668,49.781912045876446,50.970420837402344,11906300,0.0,0.0
2015-04-07 00:00:00-04:00,50.94032387100765,51.241212927562174,50.59430346461344,50.639434814453125,13948000,0.0,0.0
2015-04-08 00:00:00-04:00,50.35358164559812,50.84251979232757,50.346057842715794,50.59429168701172,15783100,0.0,0.0
2015-04-09 00:00:00-04:00,50.714649926815426,51.970855426914284,50.631905302116145,51.76023483276367,14169200,0.0,0.0
2015-04-10 00:00:00-04:00,51.654940971407655,52.053616614184634,51.50449928171232,52.02353286743164,10437900,0.0,0.0
2015-04-13 00:00:00-04:00,53.58062288270239,54.084608809004685,51.63237047085829,51.7000732421875,28612900,0.0,0.0
2015-04-14 00:00:00-04:00,52.02351974734239,52.05360348650841,51.6022727922633,51.88059616088867,12305100,0.0,0.0
2015-04-15 00:00:00-04:00,52.12129955020837,52.27926498594869,51.2938590939103,51.49695587158203,11923400,0.0,0.0
2015-04-16 00:00:00-04:00,51.27131457010533,51.339011610924494,50.94785976189844,51.08325958251953,10649900,0.0,0.0
2015-04-17 00:00:00-04:00,50.76730964145699,51.11333003996624,50.36863408967418,50.481468200683594,14011100,0.0,0.0
2015-04-20 00:00:00-04:00,50.58677365140113,51.752716454943936,50.54164230692204,51.63235855102539,12893800,0.0,0.0
2015-04-21 00:00:00-04:00,51.78280490699472,51.85803147328389,51.43678451019332,51.579708099365234,7839300,0.0,0.0
2015-04-22 00:00:00-04:00,51.72262863511176,52.06112520750498,51.33899497781344,51.858028411865234,13289500,0.0,0.0
2015-04-23 00:00:00-04:00,50.662004113739826,51.47440290286175,50.36863884083166,51.406700134277344,18341100,0.0,0.0
2015-04-24 00:00:00-04:00,51.17350504189233,51.391649442585866,50.902705491995576,51.33147048950195,8757800,0.0,0.0
2015-04-27 00:00:00-04:00,51.730149555243976,52.414672280773054,51.60979737980993,52.076175689697266,11818400,0.0,0.0
2015-04-28 00:00:00-04:00,51.93325817279604,52.51998872671439,51.910692495950244,52.392112731933594,8272600,0.0,0.0
2015-04-29 00:00:00-04:00,52.04608376452984,52.15891213026382,51.15094046983384,51.65492630004883,7660400,0.0,0.0
2015-04-30 00:00:00-04:00,51.39916998820862,51.59474296486245,50.85757092274777,51.150936126708984,8319800,0.0,0.0
2015-05-01 00:00:00-04:00,51.38412472996624,51.55713778227749,51.12084898860628,51.46686935424805,7166200,0.0,0.0
