Date,open,high,low,close,volume,dividends,stock splits,capital gains
2015-01-02 00:00:00-05:00,173.9746255216578,174.3961165125618,172.12005487137282,173.1737823486328,121465900,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,172.11165984598375,172.28025369931578,169.73445692936332,170.04635620117188,169632600,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,170.35820067050133,170.88928335739556,167.6353728695797,168.44464111328125,209151400,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,169.7933868745875,170.8892657501305,169.33818237763816,170.54364013671875,125346700,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,171.9767565686386,173.78917562198265,171.95990618958436,173.5699920654297,147217800,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,173.99146792228075,174.0083311627513,171.55525062107475,172.17906188964844,158567300,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,172.31394825333507,172.47411688632724,170.21491850913117,170.83029174804688,144396100,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,172.06946998346484,173.2159259397568,169.02630465658663,170.34979248046875,214553300,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,168.3013666417049,169.52370094449003,167.3909573172687,169.32138061523438,192991100,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,169.97043151707945,170.29075586763835,167.65223147069432,167.77024841308594,176613900,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,167.55953003201208,170.13062761697878,167.37407296930078,169.970458984375,211879600,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,170.61954229574076,170.88930269512798,168.73969614046487,170.3329315185547,130991100,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,169.8608967686727,171.68174123055613,169.38882884067763,171.19281005859375,122942700,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,171.95989398258018,173.87345376306519,170.56054084732773,173.73858642578125,174356000,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,173.47720329067656,173.7385384298884,172.6510848029136,172.7859649658203,117516800,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,172.56681447680472,173.2833413079231,171.84184959522022,173.19061279296875,92009700,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,171.10007123872592,172.0694954710223,170.0632068974954,170.90618896484375,134044600,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,172.11155509538872,172.21270877324645,168.52045803977407,168.71434020996094,168514300,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,168.91675462491972,170.53527868760602,167.48367478742594,170.27395629882812,173585400,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,169.07690001868394,170.42566345392353,167.86300392294947,168.13275146484375,197729700,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,168.63856297322306,170.3076638434636,166.79243021145024,170.21493530273438,163107000,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,171.12529302998706,172.68481439240765,170.74595381998438,172.67637634277344,124212900,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,171.90084292866885,173.13160198638204,171.55521731198925,172.01885986328125,134306700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,172.6932340261096,173.90712974938907,172.61736875912464,173.75538635253906,97953200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,174.12630928581487,174.69954356801517,172.74381972188337,173.27490234375,125672000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,172.6174218686959,173.35081206762095,172.08633911064175,172.49940490722656,87219000,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,173.55313011900031,174.59841951762488,172.5415414762381,174.33709716796875,96164200,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,174.16851538219387,174.87661719074478,173.51099043669882,174.43826293945312,91087800,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,175.24749814690793,176.17478333692867,174.47195638020077,176.1157684326172,97545900,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,176.24224927292462,176.89133613823728,175.98091405350095,176.84075927734375,93670400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,176.52041940227343,177.2959741341407,176.26753510153853,177.1189422607422,76968200,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,176.7396463467356,177.2117143078733,176.4698858758642,177.13584899902344,80652900,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,176.52884537749745,177.38025247845448,176.38553999592347,177.00933837890625,91462500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,176.58783116515727,178.14735270480364,175.95559478901123,178.0714874267578,140896400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,177.8186101496479,178.0462188720703,177.43083280266464,178.0462188720703,74411100,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,177.9703119405821,178.75429169641157,177.66683798072572,178.55197143554688,72472300,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,178.42555698335732,178.91448804244635,178.05464287902197,178.4002685546875,73061700,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,178.30751584011114,178.46768444188115,177.5741129195265,178.1894989013672,72697900,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,178.08837732061764,178.35813774181744,177.53201896194156,177.5825958251953,108076000,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,177.68373677748838,178.76275265894415,177.63315991787076,178.70375061035156,87491400,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,178.2654315802901,178.75436275792043,177.09368693725958,177.9703826904297,110325800,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,177.36338289109378,177.43926103629178,176.23379025590157,177.22007751464844,114497200,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,177.5488382713799,177.70058169747202,176.89975148936236,177.41397094726562,76873000,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,176.5372398777057,176.97559399759643,174.58152886944407,174.91871643066406,188128000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,175.12106261923563,176.00618331423803,174.96089400192804,175.64370727539062,89818900,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,174.25277082877508,174.33706128973586,172.75225141425088,172.79440307617188,157121300,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,173.05570512308117,173.2327369372827,172.3054519350456,172.38975524902344,110145700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,173.0304768648202,174.64900072549938,172.97990000399963,174.58157348632812,93993500,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,174.30336080798025,175.28120997864906,172.45722849755194,173.51095581054688,162410900,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,174.25280571547196,175.92190638608398,173.53626590800198,175.8291778564453,136099200,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,175.0789098440129,175.69428301877315,174.4803870456858,175.3065185546875,94510400,0.0,0.0,0.0
