Date,open,high,low,close,volume,dividends,stock splits
2015-01-02 00:00:00-05:00,24.805923508061987,24.817058905170082,23.90623813027048,24.3471736907959,212818400,0.0,0.0
2015-01-05 00:00:00-05:00,24.115574508082013,24.195744620451485,23.47421530814951,23.661277770996094,257142000,0.0,0.0
2015-01-06 00:00:00-05:00,23.725853972316052,23.92405178884312,23.300506989170014,23.66349983215332,263188400,0.0,0.0
2015-01-07 00:00:00-05:00,23.872834880634,24.095529242203433,23.761487699849283,23.995317459106445,160423600,0.0,0.0
2015-01-08 00:00:00-05:00,24.324906435495574,24.975173578849137,24.206876993900643,24.917272567749023,237458000,0.0,0.0
2015-01-09 00:00:00-05:00,25.09097190903041,25.220135039292984,24.543144014046415,24.943994522094727,214798000,0.0,0.0
2015-01-12 00:00:00-05:00,25.075376964307544,25.082057521230563,24.229139673280386,24.3293514251709,198603200,0.0,0.0
2015-01-13 00:00:00-05:00,24.81482618930607,25.119917995302647,24.253637294716945,24.545366287231445,268367600,0.0,0.0
2015-01-14 00:00:00-05:00,24.282589377119052,24.6054954684306,24.162334237858946,24.45183753967285,195826400,0.0,0.0
2015-01-15 00:00:00-05:00,24.49637800171715,24.50973911875799,23.75257970337788,23.788209915161133,240056000,0.0,0.0
2015-01-16 00:00:00-05:00,23.83497874300196,23.95746132916237,23.427447627984513,23.603376388549805,314053200,0.0,0.0
2015-01-20 00:00:00-05:00,24.015350727484726,24.26699635532288,23.716941202996626,24.211322784423828,199599600,0.0,0.0
2015-01-21 00:00:00-05:00,24.262547883348592,24.732433080930285,24.11111566281483,24.39616584777832,194303600,0.0,0.0
2015-01-22 00:00:00-05:00,24.55427612004538,25.04643036178159,24.43402098374896,25.030841827392578,215185600,0.0,0.0
2015-01-23 00:00:00-05:00,25.00856767299084,25.331473690981166,24.837092130399302,25.15999984741211,185859200,0.0,0.0
2015-01-26 00:00:00-05:00,25.329255590502346,25.467326702951276,25.119924051075834,25.186731338500977,222460000,0.0,0.0
2015-01-27 00:00:00-05:00,25.035300224913552,25.04866304221303,24.280366459885556,24.30486297607422,382274800,0.0,0.0
2015-01-28 00:00:00-05:00,26.195529484067638,26.304650912642366,25.678878784179688,25.678878784179688,585908400,0.0,0.0
2015-01-29 00:00:00-05:00,25.903803645237765,26.54293696542176,25.734555483627332,26.478355407714844,337745600,0.0,0.0
2015-01-30 00:00:00-05:00,26.367012339234698,26.723322972395344,26.021835404565344,26.090871810913086,334982000,0.0,0.0
2015-02-02 00:00:00-05:00,26.28906293130244,26.5384794612248,25.850354886177694,26.418224334716797,250956400,0.0,0.0
2015-02-03 00:00:00-05:00,26.389283034972465,26.520671898687173,26.191085180167523,26.422687530517578,207662800,0.0,0.0
2015-02-04 00:00:00-05:00,26.38928211869235,26.836898265799185,26.346969645869482,26.625337600708008,280598800,0.0,0.0
2015-02-05 00:00:00-05:00,26.833253210988936,26.8802050814007,26.661102607148653,26.81536865234375,168984800,0.1175,0.0
2015-02-06 00:00:00-05:00,26.833253513405378,26.88467609762597,26.482243673332857,26.58955955505371,174826400,0.0,0.0
2015-02-09 00:00:00-05:00,26.5046073951962,26.793015364080535,26.477777993233946,26.76618766784668,155559200,0.0,0.0
2015-02-10 00:00:00-05:00,26.86680241982248,27.30947829393319,26.864567914999846,27.280412673950195,248034000,0.0,0.0
2015-02-11 00:00:00-05:00,27.4480849442056,27.92876773418781,27.387720922081506,27.919824600219727,294247200,0.0,0.0
2015-02-12 00:00:00-05:00,28.18363785066684,28.501113100082545,28.074087457143616,28.273067474365234,297898000,0.0,0.0
2015-02-13 00:00:00-05:00,28.456401816821888,28.456401816821888,28.091978048370983,28.41168785095215,217088800,0.0,0.0
2015-02-17 00:00:00-05:00,28.50334709347577,28.814115414050107,28.375910436349848,28.579362869262695,252609600,0.0,0.0
2015-02-18 00:00:00-05:00,28.53465319401436,28.791762771854323,28.494409940911336,28.778348922729492,179566800,0.0,0.0
2015-02-19 00:00:00-05:00,28.724688262630938,28.847654224108258,28.691153641981135,28.717981338500977,149449600,0.0,0.0
2015-02-20 00:00:00-05:00,28.755980877099653,28.952726364135742,28.628545940419233,28.952726364135742,195793600,0.0,0.0
2015-02-23 00:00:00-05:00,29.06898617747203,29.735233306884766,28.988499695220717,29.735233306884766,283896400,0.0,0.0
2015-02-24 00:00:00-05:00,29.72183117627389,29.869390353802743,29.32610553161284,29.549678802490234,276912400,0.0,0.0
